Dates,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y,Category
6/12/2009 12:00,"CREDIT CARD, THEFT BY USE OF",Friday,PARK,PROSECUTED BY OUTSIDE AGENCY,200 Block of DOWNEY ST,-122.4467803,37.76540211,FRAUD
4/6/2013 21:15,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / FITZGERALD AV,-122.3931742,37.72203623,ASSAULT
1/13/2008 22:00,ATTEMPTED THEFT FROM LOCKED VEHICLE,Sunday,TARAVAL,NONE,1300 Block of 17TH AV,-122.4749879,37.76270407,LARCENY/THEFT
8/8/2004 11:45,ROBBERY OF A BANK WITH A DANGEROUS WEAPON,Sunday,NORTHERN,NONE,GEARY ST / POLK ST,-122.4197398,37.78589261,ROBBERY
2/4/2009 15:05,TRAFFIC VIOLATION,Wednesday,SOUTHERN,"ARREST, CITED",MISSION ST / 8TH ST,-122.4131609,37.77745666,OTHER OFFENSES
10/18/2005 11:55,WARRANT ARREST,Tuesday,INGLESIDE,"ARREST, BOOKED",100 Block of LAIDLEY ST,-122.4291379,37.73943905,WARRANTS
9/2/2014 8:45,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE,2900 Block of ALEMANY BL,-122.4526193,37.71168739,OTHER OFFENSES
9/5/2007 8:19,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,100 Block of ALBATROSS CT,-122.3722028,37.72838119,ASSAULT
9/7/2014 22:30,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,NEWHALL ST / LASALLE AV,-122.3905219,37.73754398,LARCENY/THEFT
11/15/2006 8:00,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,HOLLOWAY AV / JUNIPERO SERRA BL,-122.4723219,37.72162217,LARCENY/THEFT
11/20/2005 22:10,POSSESSION OF BURGLARY TOOLS,Sunday,NORTHERN,"ARREST, BOOKED",200 Block of FERN ST,-122.4227522,37.78795555,OTHER OFFENSES
9/19/2009 6:21,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE,900 Block of HAIGHT ST,-122.4378824,37.7711057,NON-CRIMINAL
10/17/2006 15:00,LOITERING,Tuesday,MISSION,NONE,400 Block of CHURCH ST,-122.4286109,37.7632289,LOITERING
8/26/2012 14:00,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,RICHMOND,NONE,800 Block of 32ND AV,-122.4916855,37.77314599,BURGLARY
12/8/2008 9:33,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Monday,TENDERLOIN,"ARREST, CITED",500 Block of JONES ST,-122.4129991,37.78627746,DISORDERLY CONDUCT
1/23/2008 14:11,SALE OF BASE/ROCK COCAINE,Wednesday,NORTHERN,"ARREST, BOOKED",HAIGHT ST / WEBSTER ST,-122.4288051,37.77231497,DRUG/NARCOTIC
12/1/2011 14:57,"FIRE, UNLAWFULLY CAUSING",Thursday,CENTRAL,NONE,0 Block of CLAY ST,-122.3961706,37.79548699,ARSON
8/24/2003 11:30,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,BRANNAN ST / 4TH ST,-122.3965332,37.7783269,LARCENY/THEFT
3/19/2013 16:40,SUSPICIOUS OCCURRENCE,Tuesday,NORTHERN,NONE,100 Block of SANCHEZ ST,-122.4311451,37.7663921,SUSPICIOUS OCC
6/11/2008 12:32,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of MIDDLEPOINT RD,-122.3794837,37.73574191,OTHER OFFENSES
2/25/2007 7:14,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / LEAVENWORTH ST,-122.4138696,37.78186219,DRUG/NARCOTIC
2/9/2008 18:00,VIOLATION OF RESTRAINING ORDER,Saturday,CENTRAL,NONE,700 Block of BROADWAY ST,-122.4091648,37.79761461,OTHER OFFENSES
10/20/2010 9:50,"CHECKS, MAKE OR PASS FICTITIOUS",Wednesday,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.4338668,37.78938922,FORGERY/COUNTERFEITING
5/5/2012 14:00,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,INGLESIDE,"ARREST, CITED",1700 Block of CHURCH ST,-122.4265633,37.74330259,DRUG/NARCOTIC
6/29/2003 8:30,"LOST PROPERTY, PETTY THEFT",Sunday,TENDERLOIN,NONE,LARKIN ST / GROVE ST,-122.4165835,37.77865915,LARCENY/THEFT
9/14/2004 13:00,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,NONE,0 Block of WESTPOINT RD,-122.380291,37.7354367,ASSAULT
4/3/2008 21:30,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",JONES ST / OFARRELL ST,-122.4129705,37.78578838,DRUG/NARCOTIC
3/23/2013 17:01,PROPERTY FOR IDENTIFICATION,Saturday,INGLESIDE,NONE,0 Block of BLYTHDALE AV,-122.4177204,37.71066123,NON-CRIMINAL
2/10/2013 8:43,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,500 Block of ARLINGTON ST,-122.4306362,37.73434729,VANDALISM
12/26/2012 19:00,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,MISSION,NONE,1300 Block of SOUTH VAN NESS AV,-122.416254,37.75155229,BURGLARY
7/26/2009 17:35,"AIDED CASE, DOG BITE",Sunday,INGLESIDE,NONE,SAN JOSE AV / VALLEY ST,-122.4223717,37.74476401,NON-CRIMINAL
12/12/2007 23:33,"ROBBERY, BODILY FORCE",Wednesday,CENTRAL,NONE,2100 Block of LEAVENWORTH ST,-122.4176267,37.80082275,ROBBERY
5/29/2003 16:20,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",JONES ST / MARKET ST,-122.4119795,37.78090397,DRUG/NARCOTIC
5/26/2003 22:00,GRAND THEFT PURSESNATCH,Monday,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.4102935,37.78223059,LARCENY/THEFT
6/30/2012 17:00,STOLEN AUTOMOBILE,Saturday,PARK,NONE,500 Block of BAKER ST,-122.4413277,37.77598749,VEHICLE THEFT
8/22/2003 23:28,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED",MC KINNON AV / NEWHALL ST,-122.3910903,37.73690857,OTHER OFFENSES
1/14/2005 19:00,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,TARAVAL,NONE,1800 Block of VICENTE ST,-122.4856038,37.73882143,ASSAULT
7/17/2005 17:00,"VEHICLE, RECOVERED, OTHER VEHICLE",Sunday,SOUTHERN,NONE,BRADY ST / OTIS ST,-122.4196723,37.77230198,VEHICLE THEFT
12/14/2003 17:07,GRAND THEFT SHOPLIFTING,Sunday,CENTRAL,JUVENILE BOOKED,300 Block of POST ST,-122.4076129,37.7884486,LARCENY/THEFT
3/20/2009 11:30,LOST PROPERTY,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
4/30/2014 2:00,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4131357,37.7862599,VANDALISM
12/2/2011 13:30,GRAND THEFT FROM PERSON,Friday,CENTRAL,NONE,200 Block of SUTTER ST,-122.4040139,37.78975182,LARCENY/THEFT
6/12/2003 10:00,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,CENTRAL,NONE,1800 Block of HYDE ST,-122.4188359,37.79779943,OTHER OFFENSES
2/25/2007 17:00,POSSESSION OF MARIJUANA,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,DRUG/NARCOTIC
1/11/2012 19:43,PAROLE VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.4138932,37.78234652,OTHER OFFENSES
12/9/2013 1:00,GRAND THEFT OF PROPERTY,Monday,TENDERLOIN,NONE,TURK ST / LEAVENWORTH ST,-122.4140563,37.78279311,LARCENY/THEFT
7/9/2003 15:25,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,INGLESIDE,"ARREST, BOOKED",700 Block of PERALTA AV,-122.4087117,37.74093255,DRUG/NARCOTIC
1/10/2009 11:30,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,500 Block of FLORIDA ST,-122.4112164,37.76232062,LARCENY/THEFT
3/19/2009 19:30,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,300 Block of SACRAMENTO ST,-122.3995598,37.79415365,LARCENY/THEFT
6/25/2014 4:15,WARRANT ARREST,Wednesday,RICHMOND,"ARREST, BOOKED",FULTON ST / LA PLAYA ST,-122.509893,37.7713943,WARRANTS
4/4/2003 8:15,TRAFFIC VIOLATION,Friday,MISSION,"ARREST, CITED",15TH ST / GUERRERO ST,-122.4242606,37.76640644,OTHER OFFENSES
10/30/2013 19:45,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,NORTHERN,"ARREST, CITED",1000 Block of EDDY ST,-122.4257789,37.78231924,VANDALISM
1/21/2004 16:24,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",HARRISON ST / 9TH ST,-122.4100785,37.77252649,OTHER OFFENSES
2/5/2007 23:17,POSS OF LOADED FIREARM,Monday,MISSION,"ARREST, BOOKED",1000 Block of ALABAMA ST,-122.4111259,37.75507596,WEAPON LAWS
7/9/2004 16:51,"CHECKS, FORGERY (FELONY)",Friday,CENTRAL,"ARREST, BOOKED",100 Block of PINE ST,-122.3991759,37.79227742,FORGERY/COUNTERFEITING
7/28/2013 14:30,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395986,37.77883482,LARCENY/THEFT
12/28/2003 22:50,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.4127841,37.78486569,WARRANTS
10/7/2005 12:06,WARRANT ARREST,Friday,CENTRAL,"ARREST, BOOKED",200 Block of GEARY ST,-122.407435,37.78751587,WARRANTS
11/10/2009 0:20,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,JUVENILE CITED,MISSION ST / 4TH ST,-122.4042702,37.78447885,SUSPICIOUS OCC
7/7/2014 8:00,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE,2100 Block of PIERCE ST,-122.4373402,37.78987407,VEHICLE THEFT
6/25/2012 18:15,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276,LARCENY/THEFT
6/26/2013 21:36,AIDED CASE,Wednesday,BAYVIEW,NONE,BAY SHORE BL / INDUSTRIAL ST,-122.4069108,37.73796662,NON-CRIMINAL
12/27/2003 17:30,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,NORTHERN,NONE,200 Block of FELL ST,-122.4219947,37.77610655,LARCENY/THEFT
12/7/2009 17:00,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,CENTRAL,NONE,1000 Block of COLUMBUS AV,-122.4152176,37.80370545,BURGLARY
10/28/2009 16:15,PETTY THEFT WITH PRIOR,Wednesday,NORTHERN,"ARREST, BOOKED",500 Block of VANNESS AV,-122.4202439,37.78083476,LARCENY/THEFT
1/24/2011 22:10,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,800 Block of 27TH AV,-122.4864691,37.77338413,LARCENY/THEFT
7/11/2003 8:00,"EMBEZZLEMENT, GRAND THEFT",Friday,TARAVAL,NONE,2600 Block of 18TH AV,-122.4743664,37.73840263,EMBEZZLEMENT
8/24/2005 2:06,FAILURE TO HEED RED LIGHT AND SIREN,Wednesday,BAYVIEW,NONE,BAY SHORE BL / AUGUSTA ST,-122.4054951,37.73428666,OTHER OFFENSES
7/21/2014 2:09,BATTERY,Monday,NORTHERN,NONE,600 Block of EDDY ST,-122.418382,37.78325838,ASSAULT
2/17/2004 22:00,"BURGLARY, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,2500 Block of SAN BRUNO AV,-122.4044072,37.72940756,BURGLARY
6/18/2006 21:00,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,1300 Block of MISSION ST,-122.4149822,37.7760877,LARCENY/THEFT
3/31/2009 10:30,VIOLATION OF RESTRAINING ORDER,Tuesday,CENTRAL,NONE,800 Block of LEAVENWORTH ST,-122.4153487,37.78885421,OTHER OFFENSES
10/31/2005 20:30,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,SOUTHERN,JUVENILE BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
5/28/2012 5:56,LODGING WITHOUT PERMISSION,Monday,TENDERLOIN,"ARREST, CITED",0 Block of GROVE ST,-122.4156425,37.77883232,TRESPASS
5/27/2009 13:30,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE,VIENNA ST / RUSSIA AV,-122.4315864,37.71891567,VEHICLE THEFT
4/4/2007 19:15,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,700 Block of GOLDEN GATE AV,-122.4229356,37.78076856,VANDALISM
10/7/2012 19:00,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,ILLINOIS ST / MARIPOSA ST,-122.3879212,37.76437903,LARCENY/THEFT
3/20/2014 17:20,ASSAULT,Thursday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.4109552,37.78413995,ASSAULT
4/18/2006 2:15,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE,1600 Block of JERROLD AV,-122.3902678,37.73935292,SUSPICIOUS OCC
7/26/2014 18:00,GRAND THEFT AUTO STRIP,Saturday,INGLESIDE,NONE,400 Block of ARLINGTON ST,-122.4287673,37.73570602,LARCENY/THEFT
7/24/2003 20:55,THREATS AGAINST LIFE,Thursday,BAYVIEW,"ARREST, BOOKED",KEITH ST / KEY AV,-122.3981468,37.72012951,ASSAULT
2/17/2014 19:54,TRAFFIC VIOLATION ARREST,Monday,TENDERLOIN,"ARREST, CITED",TURK ST / JONES ST,-122.4124143,37.7830038,OTHER OFFENSES
1/15/2011 20:00,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,17TH ST / SOUTH VAN NESS AV,-122.4173326,37.7635719,VANDALISM
4/21/2005 14:23,POSSESSION OF HEROIN,Thursday,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / JENNINGS ST,-122.3931742,37.72203623,DRUG/NARCOTIC
2/5/2007 13:12,DOMESTIC VIOLENCE,Monday,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.4117783,37.78398056,SECONDARY CODES
1/10/2003 15:13,WARRANT ARREST,Friday,PARK,"ARREST, BOOKED",MASONIC AV / HAYES ST,-122.4460915,37.77393448,WARRANTS
12/18/2010 14:50,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,3RD ST / KIRKWOOD AV,-122.3895882,37.73795727,ASSAULT
5/29/2014 19:50,FOUND PROPERTY,Thursday,RICHMOND,NONE,1600 Block of LYON ST,-122.4450476,37.78603244,NON-CRIMINAL
4/17/2015 12:33,GRAND THEFT BICYCLE,Friday,NORTHERN,NONE,200 Block of GOUGH ST,-122.4227139,37.77524483,LARCENY/THEFT
2/8/2011 10:00,THREATS AGAINST LIFE,Tuesday,BAYVIEW,NONE,2800 Block of INGALLS ST,-122.3910876,37.72131387,ASSAULT
6/22/2009 22:00,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119658,37.78491419,RECOVERED VEHICLE
9/24/2010 14:50,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
6/14/2013 19:00,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,TARAVAL,NONE,1700 Block of 17TH AV,-122.4743288,37.75525328,BURGLARY
8/27/2011 11:45,"ROBBERY ON THE STREET, STRONGARM",Saturday,TENDERLOIN,NONE,HYDE ST / GOLDEN GATE AV,-122.4155082,37.78165428,ROBBERY
11/13/2014 11:53,AIDED CASE,Thursday,MISSION,NONE,5100 Block of DIAMONDHEIGHTS BL,-122.4400783,37.74581657,NON-CRIMINAL
3/14/2010 20:05,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE,POLK ST / SUTTER ST,-122.4201203,37.78775706,NON-CRIMINAL
12/29/2005 7:00,RUNAWAY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,RUNAWAY
9/10/2010 1:00,DOMESTIC VIOLENCE,Friday,NORTHERN,PSYCHOPATHIC CASE,1300 Block of SUTTER ST,-122.4226076,37.78749589,SECONDARY CODES
5/27/2008 11:35,TRAFFIC VIOLATION,Tuesday,INGLESIDE,"ARREST, CITED",SAN JOSE AV / 30TH ST,-122.4232868,37.74229607,OTHER OFFENSES
6/14/2012 16:40,INVESTIGATIVE DETENTION,Thursday,MISSION,NONE,1900 Block of MISSION ST,-122.4196766,37.7658511,SUSPICIOUS OCC
6/14/2003 1:00,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,800 Block of TERRY A FRANCOIS BL,-122.386775,37.76537752,ASSAULT
3/4/2004 15:00,LOST PROPERTY,Thursday,PARK,NONE,1700 Block of MCALLISTER ST,-122.4408795,37.77753219,NON-CRIMINAL
4/30/2007 17:18,ENROUTE TO OUTSIDE JURISDICTION,Monday,NORTHERN,"ARREST, BOOKED",BROADWAY ST / VANNESS AV,-122.4234131,37.79573711,WARRANTS
9/8/2005 2:45,AGGRAVATED ASSAULT WITH A GUN,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
12/1/2006 21:28,"AIDED CASE, MENTAL DISTURBED",Friday,TARAVAL,PSYCHOPATHIC CASE,400 Block of ORIZABA AV,-122.4625601,37.71701749,NON-CRIMINAL
11/14/2005 10:47,LOITERING WHILE CARRYING CONCEALED WEAPON,Monday,BAYVIEW,"ARREST, CITED",JERROLD AV / PHELPS ST,-122.391269,37.73985314,WEAPON LAWS
3/18/2009 0:01,INFLICT INJURY ON COHABITEE,Wednesday,SOUTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,700 Block of NATOMA ST,-122.4129044,37.77599818,ASSAULT
9/30/2013 22:38,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,INGLESIDE,NONE,2300 Block of ALEMANY BL,-122.443908,37.71643658,RECOVERED VEHICLE
9/3/2009 12:40,TRANSPORTATION OF MARIJUANA,Thursday,PARK,"ARREST, BOOKED",HAIGHT ST / BELVEDERE ST,-122.4496477,37.76966192,DRUG/NARCOTIC
1/12/2008 11:30,DOMESTIC VIOLENCE,Saturday,NORTHERN,NONE,1400 Block of EDDY ST,-122.4314747,37.78148065,SECONDARY CODES
4/16/2014 15:00,GRAND THEFT OF PROPERTY,Wednesday,BAYVIEW,NONE,CASHMERE ST / HUDSON AV,-122.3834286,37.73580342,LARCENY/THEFT
5/6/2007 3:00,ROBBERY OF A BANK WITH BODILY FORCE,Sunday,BAYVIEW,NONE,600 Block of CHINABASIN ST,-122.3921355,37.77190097,ROBBERY
2/20/2007 13:18,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, BOOKED",300 Block of JOOST AV,-122.4431923,37.73229686,OTHER OFFENSES
8/18/2004 18:22,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, CITED",17TH ST / ALABAMA ST,-122.4122967,37.7641921,OTHER OFFENSES
1/25/2009 17:52,TRAFFIC VIOLATION ARREST,Sunday,NORTHERN,"ARREST, BOOKED",DUBOCE AV / STEINER ST,-122.4315714,37.76930574,OTHER OFFENSES
1/30/2005 19:00,LOST/STOLEN LICENSE PLATE,Sunday,CENTRAL,NONE,TAYLOR ST / BROADWAY ST,-122.4135615,37.79703835,OTHER OFFENSES
12/23/2004 14:37,GRAND THEFT SHOPLIFTING,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,LARCENY/THEFT
2/5/2015 11:00,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,400 Block of OAK ST,-122.4267224,37.77443737,LARCENY/THEFT
3/5/2003 22:40,PETTY THEFT FROM A BUILDING,Wednesday,MISSION,NONE,3800 Block of 24TH ST,-122.4279979,37.75172604,LARCENY/THEFT
10/2/2009 8:00,MISCELLANEOUS STATE FELONY,Friday,MISSION,NONE,400 Block of CHURCH ST,-122.4286109,37.7632289,OTHER OFFENSES
10/13/2014 13:23,STOLEN MOTORCYCLE,Monday,BAYVIEW,NONE,1300 Block of REVERE AV,-122.385465,37.72906911,VEHICLE THEFT
7/30/2005 19:05,ROBBERY OF A CHAIN STORE WITH A GUN,Saturday,NORTHERN,"ARREST, BOOKED",1400 Block of FILLMORE ST,-122.4325443,37.78283887,ROBBERY
10/6/2013 3:10,"ROBBERY, BODILY FORCE",Sunday,SOUTHERN,NONE,6TH ST / SHIPLEY ST,-122.4050714,37.77806837,ROBBERY
7/12/2008 19:47,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.4105093,37.78604322,SUSPICIOUS OCC
4/8/2007 6:30,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,NORTHPOINT ST / HYDE ST,-122.4203737,37.80572044,LARCENY/THEFT
1/1/2011 21:00,FOUND PERSON,Saturday,BAYVIEW,LOCATED,1500 Block of OAKDALE AV,-122.3894715,37.73403197,MISSING PERSON
11/14/2014 16:25,"CIVIL SIDEWALKS, WARNING",Friday,PARK,NONE,1500 Block of HAIGHT ST,-122.4477831,37.76995495,NON-CRIMINAL
2/5/2008 18:29,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,800 Block of VALENCIA ST,-122.421381,37.75891489,SUSPICIOUS OCC
9/17/2003 2:00,PETTY THEFT OF PROPERTY,Wednesday,NORTHERN,NONE,400 Block of POLK ST,-122.4188269,37.78099522,LARCENY/THEFT
5/4/2005 0:19,"AIDED CASE, MENTAL DISTURBED",Wednesday,BAYVIEW,NONE,2300 Block of SILVER AV,-122.3971214,37.73712063,NON-CRIMINAL
8/18/2003 22:30,"AIDED CASE, MENTAL DISTURBED",Monday,NORTHERN,NONE,2300 Block of BUCHANAN ST,-122.4310732,37.79156871,NON-CRIMINAL
8/20/2004 17:47,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,NORTHERN,NONE,900 Block of FRANKLIN ST,-122.4224425,37.7829271,VEHICLE THEFT
1/23/2015 9:45,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.4105006,37.80696307,LARCENY/THEFT
5/16/2004 19:00,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,FONT BL / SERRANO DR,-122.4797509,37.71957192,VEHICLE THEFT
2/25/2007 15:00,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,0 Block of VERONA PL,-122.4483071,37.73565064,LARCENY/THEFT
7/2/2005 2:30,"VEHICLE, RECOVERED, AUTO",Saturday,SOUTHERN,NONE,5TH ST / TOWNSEND ST,-122.3972078,37.77533291,VEHICLE THEFT
3/23/2006 9:30,"DISTURBING THE PEACE, SWEARING",Thursday,NORTHERN,NONE,1400 Block of VALLEJO ST,-122.4211656,37.79705654,DISORDERLY CONDUCT
8/23/2011 13:23,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",300 Block of JEFFERSON ST,-122.4182707,37.80785198,WARRANTS
5/30/2007 16:45,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,MISSION,"ARREST, BOOKED",1800 Block of FOLSOM ST,-122.4156055,37.76771775,BURGLARY
12/3/2010 18:15,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
7/21/2008 19:34,POSSESSION OF MARIJUANA FOR SALES,Monday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.4535129,37.76869698,DRUG/NARCOTIC
9/7/2008 18:45,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 22ND ST,-122.416569,37.7555688,OTHER OFFENSES
9/19/2011 11:00,"LOST PROPERTY, PETTY THEFT",Monday,NORTHERN,NONE,200 Block of STEINER ST,-122.4320222,37.77120169,LARCENY/THEFT
5/21/2005 15:40,PEDDLING WITHOUT A LICENSE,Saturday,SOUTHERN,"ARREST, CITED",3RD ST / BERRY ST,-122.3911251,37.777554,OTHER OFFENSES
6/2/2006 4:34,RESISTING ARREST,Friday,SOUTHERN,"ARREST, BOOKED",600 Block of MARKET ST,-122.4030709,37.78778674,OTHER OFFENSES
6/26/2008 10:00,"COUNTERFEITING, COINS OR NOTES",Thursday,TARAVAL,NONE,1400 Block of LA PLAYA ST,-122.509004,37.75931835,FORGERY/COUNTERFEITING
3/9/2005 22:00,POSSESSION OF OPIUM DERIVATIVE,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of ANTONIO ST,-122.4133915,37.78518669,DRUG/NARCOTIC
9/8/2011 3:50,ATTEMPTED ARSON,Thursday,MISSION,NONE,200 Block of SANCHEZ ST,-122.4310214,37.76510225,ARSON
9/5/2012 11:43,RESISTING ARREST,Wednesday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141,OTHER OFFENSES
1/1/2011 0:01,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,RICHMOND,NONE,2500 Block of ANZA ST,-122.475497,37.77852272,OTHER OFFENSES
7/14/2010 1:46,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,2400 Block of FOLSOM ST,-122.4146833,37.75807744,SUSPICIOUS OCC
1/12/2006 9:46,BATTERY,Thursday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.4034048,37.77542071,ASSAULT
10/6/2007 21:15,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,1600 Block of PALOU AV,-122.3919294,37.7344911,ASSAULT
1/25/2004 16:30,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,5TH ST / HOWARD ST,-122.4049344,37.78149872,LARCENY/THEFT
3/12/2005 4:00,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,PALOU AV / INDUSTRIAL ST,-122.4009009,37.73965969,OTHER OFFENSES
2/6/2003 14:45,STOLEN AUTOMOBILE,Thursday,CENTRAL,NONE,THE EMBARCADERO NORTH ST / GREEN ST,-122.4090552,37.80810996,VEHICLE THEFT
6/25/2009 23:30,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,BAYVIEW,NONE,400 Block of MISSISSIPPI ST,-122.3944809,37.76076309,BURGLARY
5/18/2012 15:00,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,NORTHERN,NONE,2200 Block of WEBSTER ST,-122.4327206,37.79135955,BURGLARY
4/7/2011 20:00,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE,200 Block of SANSOME ST,-122.4009632,37.79260222,LARCENY/THEFT
