Dates,DayOfWeek,PdDistrict,Address,X,Y,Category
10/31/2003 22:53,Friday,PARK,1500 Block of HAIGHT ST,-122.4477611,37.76984649,OTHER OFFENSES
6/30/2013 13:10,Sunday,TARAVAL,100 Block of CEDRO AV,-122.4698128,37.72706247,OTHER OFFENSES
5/2/2014 10:30,Friday,SOUTHERN,MARKET ST / POWELL ST,-122.4075459,37.78440118,NON-CRIMINAL
3/20/2008 15:15,Thursday,MISSION,MISSION ST / 19TH ST,-122.4192082,37.76023408,OTHER OFFENSES
3/21/2008 20:00,Friday,PARK,1100 Block of PIERCE ST,-122.4355905,37.78054357,DRUG/NARCOTIC
10/2/2009 15:20,Friday,BAYVIEW,SILVER AV / BAY SHORE BL,-122.4046584,37.7329487,NON-CRIMINAL
6/8/2004 16:00,Tuesday,INGLESIDE,2300 Block of OCEAN AV,-122.4697808,37.7300636,NON-CRIMINAL
12/10/2007 11:30,Monday,MISSION,2700 Block of 25TH ST,-122.405718,37.75170123,LARCENY/THEFT
12/26/2004 3:48,Sunday,TENDERLOIN,JONES ST / OFARRELL ST,-122.4129705,37.78578838,WARRANTS
9/19/2004 15:30,Sunday,MISSION,24TH ST / MISSION ST,-122.4184482,37.75223917,MISSING PERSON
10/7/2010 15:00,Thursday,PARK,1800 Block of HAYES ST,-122.4469161,37.77388637,ROBBERY
12/12/2008 8:40,Friday,RICHMOND,200 Block of 12TH AV,-122.4709815,37.78356733,SUSPICIOUS OCC
6/11/2003 13:30,Wednesday,TARAVAL,1700 Block of 43RD AV,-122.5021843,37.75401496,SUSPICIOUS OCC
1/8/2008 10:00,Tuesday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935,NON-CRIMINAL
9/17/2004 13:45,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,WARRANTS
2/19/2015 8:45,Thursday,MISSION,3000 Block of 22ND ST,-122.4160147,37.75554643,BURGLARY
8/26/2005 16:50,Friday,BAYVIEW,100 Block of VENUS ST,-122.3978477,37.73072291,ASSAULT
12/12/2013 1:44,Thursday,NORTHERN,1000 Block of FRANCISCO ST,-122.4224725,37.80356936,VANDALISM
8/12/2007 22:00,Sunday,TARAVAL,9TH AV / IRVING ST,-122.4663097,37.76403685,NON-CRIMINAL
10/29/2014 8:00,Wednesday,NORTHERN,400 Block of IVY ST,-122.425565,37.77708715,MISSING PERSON
11/13/2006 21:00,Monday,TARAVAL,0 Block of HAROLD AV,-122.4531583,37.7194976,MISSING PERSON
9/8/2005 4:39,Thursday,BAYVIEW,26TH ST / MINNESOTA ST,-122.3896026,37.75144712,OTHER OFFENSES
8/4/2014 15:00,Monday,TARAVAL,1600 Block of 29TH AV,-122.4874503,37.75654417,OTHER OFFENSES
2/21/2015 0:01,Saturday,SOUTHERN,700 Block of TEHAMA ST,-122.4118145,37.77512864,OTHER OFFENSES
6/3/2007 17:30,Sunday,CENTRAL,THE EMBARCADERONORTH ST / WASHINGTON ST,-122.3953297,37.7966653,LARCENY/THEFT
8/19/2004 16:15,Thursday,MISSION,ELIZABETH ST / DOUGLASS ST,-122.4385517,37.75182778,VEHICLE THEFT
6/14/2013 16:30,Friday,BAYVIEW,500 Block of CHINABASIN ST,-122.3904691,37.77200136,LARCENY/THEFT
2/8/2007 0:01,Thursday,TENDERLOIN,100 Block of POWELL ST,-122.4080145,37.78595078,LARCENY/THEFT
10/17/2009 20:00,Saturday,CENTRAL,1100 Block of LEAVENWORTH ST,-122.4158101,37.79185366,ARSON
5/16/2007 18:30,Wednesday,NORTHERN,POLK ST / CEDAR ST,-122.4198349,37.78635804,LARCENY/THEFT
3/19/2009 15:55,Thursday,TARAVAL,NORIEGA ST / 24TH AV,-122.4818309,37.7540032,DRUG/NARCOTIC
11/4/2012 1:00,Sunday,CENTRAL,JACKSON ST / DAVIS ST,-122.3983384,37.79709211,VANDALISM
6/27/2014 17:12,Friday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806,LARCENY/THEFT
11/30/2003 13:00,Sunday,SOUTHERN,600 Block of 5TH ST,-122.397637,37.775598,FRAUD
10/20/2010 20:39,Wednesday,SOUTHERN,400 Block of MISSION ST,-122.3971894,37.79014407,WARRANTS
8/20/2007 14:15,Monday,TARAVAL,0 Block of JULES AV,-122.4611632,37.71912488,MISSING PERSON
10/3/2003 18:10,Friday,SOUTHERN,7TH ST / MARKET ST,-122.4125153,37.78047775,ROBBERY
8/12/2005 14:00,Friday,RICHMOND,200 Block of 20TH AV,-122.4795129,37.78317833,OTHER OFFENSES
4/14/2003 17:30,Monday,SOUTHERN,800 Block of 3RD ST,-122.3914251,37.77787278,ASSAULT
6/29/2007 19:20,Friday,SOUTHERN,1000 Block of MARKET ST,-122.4110714,37.78175113,DRUG/NARCOTIC
2/11/2007 8:52,Sunday,MISSION,3000 Block of 24TH ST,-122.412734,37.75264176,OTHER OFFENSES
8/12/2007 2:50,Sunday,CENTRAL,400 Block of GREENWICH ST,-122.4065601,37.80262414,ASSAULT
2/5/2014 15:00,Wednesday,RICHMOND,400 Block of CROSSOVER DR,-122.4781955,37.76867464,FRAUD
12/28/2011 0:01,Wednesday,INGLESIDE,100 Block of HIGHLAND AV,-122.4221029,37.73725403,LARCENY/THEFT
7/25/2014 13:09,Friday,TENDERLOIN,JONES ST / GOLDEN GATE AV,-122.4122242,37.78207293,WARRANTS
5/2/2004 2:40,Sunday,BAYVIEW,CESAR CHAVEZ ST / BAY SHORE BL,-122.4032275,37.74946435,ASSAULT
7/11/2008 17:42,Friday,RICHMOND,CLEMENT ST / 24TH AV,-122.4838052,37.78207412,OTHER OFFENSES
2/9/2006 9:00,Thursday,INGLESIDE,400 Block of RAYMOND AV,-122.412458,37.71473474,OTHER OFFENSES
6/28/2007 11:15,Thursday,SOUTHERN,0 Block of 6TH ST,-122.4095043,37.78152627,ASSAULT
1/11/2011 9:11,Tuesday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618,WEAPON LAWS
6/12/2013 23:20,Wednesday,INGLESIDE,MISSION ST / GENEVA AV,-122.4410181,37.71645868,OTHER OFFENSES
10/16/2008 21:10,Thursday,MISSION,MISSION ST / SYCAMORE ST,-122.4194453,37.76271343,LIQUOR LAWS
5/12/2003 15:35,Monday,TENDERLOIN,0 Block of GOLDEN GATE AV,-122.4112651,37.78213927,NON-CRIMINAL
5/31/2008 19:19,Saturday,MISSION,SHOTWELL ST / 17TH ST,-122.4162304,37.76363377,OTHER OFFENSES
2/6/2007 21:45,Tuesday,NORTHERN,CLAY ST / VANNESS AV,-122.4226956,37.79217333,WARRANTS
6/9/2003 18:00,Monday,SOUTHERN,5TH ST / HOWARD ST,-122.4049344,37.78149872,OTHER OFFENSES
4/2/2015 19:30,Thursday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476,LARCENY/THEFT
12/1/2007 10:15,Saturday,SOUTHERN,500 Block of INTERSTATE80 HY,-122.388206,37.78849714,OTHER OFFENSES
3/11/2012 20:30,Sunday,MISSION,400 Block of VALENCIA ST,-122.4219351,37.76613439,ASSAULT
2/22/2013 16:15,Friday,MISSION,25TH ST / YORK ST,-122.4080407,37.75125717,NON-CRIMINAL
3/3/2015 7:34,Tuesday,SOUTHERN,300 Block of HOWARD ST,-122.3946731,37.78953492,SUSPICIOUS OCC
4/4/2009 17:40,Saturday,PARK,600 Block of WALLER ST,-122.4339649,37.77064641,BURGLARY
6/29/2010 9:20,Tuesday,MISSION,2000 Block of MARKET ST,-122.4269556,37.76924706,BURGLARY
12/23/2009 14:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,NON-CRIMINAL
4/10/2010 8:23,Saturday,TENDERLOIN,0 Block of TURK ST,-122.4098537,37.78338624,DRUG/NARCOTIC
10/30/2008 12:30,Thursday,MISSION,100 Block of UTAH ST,-122.4066676,37.76777048,LARCENY/THEFT
8/4/2003 6:30,Monday,NORTHERN,TURK ST / FILLMORE ST,-122.4321428,37.78049558,MISSING PERSON
5/29/2004 0:02,Saturday,SOUTHERN,STEVENSON ST / 6TH ST,-122.4096964,37.78175406,OTHER OFFENSES
1/10/2003 19:00,Friday,TENDERLOIN,TURK ST / TAYLOR ST,-122.4107688,37.78321452,DRUG/NARCOTIC
5/28/2004 18:00,Friday,SOUTHERN,3RD ST / HARRISON ST,-122.3973888,37.78255435,LARCENY/THEFT
3/5/2015 4:55,Thursday,TENDERLOIN,ELLIS ST / MASON ST,-122.4094999,37.78528427,WARRANTS
8/12/2006 17:22,Saturday,SOUTHERN,700 Block of MARKET ST,-122.4053594,37.78597748,WARRANTS
5/11/2015 12:30,Monday,CENTRAL,CLAY ST / DRUMM ST,-122.3967737,37.79546641,NON-CRIMINAL
5/15/2007 11:43,Tuesday,SOUTHERN,200 Block of 8TH ST,-122.4112719,37.77603295,NON-CRIMINAL
10/20/2012 14:00,Saturday,SOUTHERN,700 Block of 5TH ST,-122.462674,37.7745761,NON-CRIMINAL
5/31/2009 0:43,Sunday,PARK,1100 Block of MASONIC AV,-122.4455066,37.77065833,NON-CRIMINAL
7/15/2006 2:30,Saturday,RICHMOND,2500 Block of FULTON ST,-122.4589396,37.77429215,LARCENY/THEFT
11/20/2011 0:30,Sunday,TARAVAL,1500 Block of 15TH AV,-122.471824,37.75856474,ASSAULT
8/13/2005 2:50,Saturday,NORTHERN,1000 Block of POLK ST,-122.4199501,37.78659048,WEAPON LAWS
10/16/2013 20:18,Wednesday,BAYVIEW,PALOU AV / 3RD ST,-122.3909717,37.73401522,OTHER OFFENSES
11/29/2003 2:00,Saturday,NORTHERN,FILLMORE ST / GEARY BL,-122.4329146,37.78435334,NON-CRIMINAL
9/4/2004 11:30,Saturday,INGLESIDE,SAN JOSE AV / GENEVA AV,-122.4466072,37.72072313,LARCENY/THEFT
9/17/2007 8:30,Monday,SOUTHERN,0 Block of PEARL ST,-122.4240085,37.77101095,VEHICLE THEFT
2/22/2015 0:01,Sunday,BAYVIEW,200 Block of WHEELER AV,-122.3997173,37.71256805,MISSING PERSON
12/26/2009 8:00,Saturday,TARAVAL,0 Block of CEDRO AV,-122.4680286,37.72701608,VANDALISM
5/19/2012 12:00,Saturday,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.4447071,37.72493073,LARCENY/THEFT
5/6/2011 14:00,Friday,TARAVAL,0 Block of CHUMASERO DR,-122.4729724,37.71323913,VANDALISM
9/21/2011 9:50,Wednesday,INGLESIDE,0 Block of PHELAN AV,-122.4522897,37.72569336,LARCENY/THEFT
4/19/2005 16:19,Tuesday,TENDERLOIN,100 Block of JONES ST,-122.4122498,37.78255633,DRUG/NARCOTIC
9/5/2005 19:05,Monday,BAYVIEW,3500 Block of 3RD ST,-122.3873656,37.74467858,ASSAULT
10/19/2005 15:00,Wednesday,NORTHERN,TURK ST / FILLMORE ST,-122.4321428,37.78049558,OTHER OFFENSES
4/18/2014 11:50,Friday,INGLESIDE,100 Block of PARQUE DR,-122.4213175,37.71025051,ASSAULT
3/25/2012 1:30,Sunday,NORTHERN,VANNESS AV / TURK ST,-122.4206419,37.78196082,NON-CRIMINAL
8/7/2013 21:40,Wednesday,NORTHERN,STEINER ST / CALIFORNIA ST,-122.4354886,37.7886952,NON-CRIMINAL
11/12/2009 22:29,Thursday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4140811,37.78327673,OTHER OFFENSES
6/16/2011 17:47,Thursday,SOUTHERN,MINNA ST / 6TH ST,-122.408163,37.78053454,DRUG/NARCOTIC
1/20/2003 18:00,Monday,INGLESIDE,700 Block of HURON AV,-122.4504507,37.71144815,WEAPON LAWS
4/21/2011 20:45,Thursday,CENTRAL,GEARY ST / JONES ST,-122.4131745,37.78671902,ASSAULT
7/28/2011 13:50,Thursday,SOUTHERN,MARKET ST / 6TH ST,-122.4102935,37.78223059,OTHER OFFENSES
5/31/2007 16:30,Thursday,SOUTHERN,100 Block of STEUART ST,-122.3923498,37.79264509,LARCENY/THEFT
10/4/2014 0:05,Saturday,CENTRAL,300 Block of STOCKTON ST,-122.4068865,37.78873458,LARCENY/THEFT
7/21/2009 12:13,Tuesday,INGLESIDE,1900 Block of ALEMANY BL,-122.4395864,37.71989101,ROBBERY
5/14/2012 14:25,Monday,BAYVIEW,400 Block of RHODEISLAND ST,-122.4025712,37.76412591,LARCENY/THEFT
8/7/2009 16:58,Friday,CENTRAL,100 Block of WAVERLY PL,-122.4068444,37.79465489,GAMBLING
3/9/2011 1:15,Wednesday,CENTRAL,900 Block of STOCKTON ST,-122.4079245,37.79451753,ASSAULT
1/20/2015 19:44,Tuesday,SOUTHERN,500 Block of 7TH ST,-122.404011,37.77361551,WARRANTS
4/28/2014 9:19,Monday,RICHMOND,200 Block of 7TH AV,-122.4656301,37.78384984,LARCENY/THEFT
1/22/2015 16:23,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,OTHER OFFENSES
10/21/2012 22:00,Sunday,MISSION,3000 Block of MISSION ST,-122.4181632,37.74858895,NON-CRIMINAL
6/16/2012 8:00,Saturday,PARK,1400 Block of OAK ST,-122.443206,37.77234356,MISSING PERSON
1/13/2008 12:25,Sunday,INGLESIDE,100 Block of LOEHR ST,-122.4135461,37.71258,ASSAULT
2/8/2009 18:40,Sunday,CENTRAL,700 Block of CHESTNUT ST,-122.4157197,37.8034976,ARSON
8/27/2011 19:00,Saturday,TARAVAL,20TH AV / WINSTON DR,-122.4760394,37.72694944,VANDALISM
9/15/2004 16:00,Wednesday,RICHMOND,500 Block of 30TH AV,-122.4899533,37.77886635,VEHICLE THEFT
7/27/2010 14:45,Tuesday,PARK,1700 Block of HAIGHT ST,-122.4504924,37.76960945,FORGERY/COUNTERFEITING
3/9/2011 13:44,Wednesday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058954,37.78673422,BURGLARY
11/11/2008 10:28,Tuesday,BAYVIEW,22ND ST / INDIANA ST,-122.3911785,37.75776995,OTHER OFFENSES
12/24/2004 15:32,Friday,BAYVIEW,900 Block of BAY SHORE BL,-122.4039874,37.73180369,ROBBERY
1/15/2010 17:00,Friday,MISSION,16TH ST / POTRERO AV,-122.4075383,37.76578275,LARCENY/THEFT
3/21/2003 22:00,Friday,MISSION,3300 Block of 22ND ST,-122.4223032,37.75516422,LARCENY/THEFT
8/4/2008 9:57,Monday,PARK,500 Block of SCOTT ST,-122.4359681,37.77475896,OTHER OFFENSES
12/26/2011 11:13,Monday,MISSION,13TH ST / MISSION ST,-122.4200102,37.77010993,WARRANTS
7/5/2004 22:10,Monday,PARK,BAKER ST / PAGE ST,-122.4405466,37.7717789,ROBBERY
5/15/2007 10:30,Tuesday,TENDERLOIN,0 Block of OFARRELL ST,-122.4058954,37.78673422,BURGLARY
4/15/2013 18:00,Monday,RICHMOND,ANZA ST / 48TH AV,-122.4620039,37.77918383,OTHER OFFENSES
12/28/2014 21:00,Sunday,SOUTHERN,300 Block of BEALE ST,-122.3919855,37.78802038,LARCENY/THEFT
9/8/2005 17:50,Thursday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935,LARCENY/THEFT
9/4/2003 21:30,Thursday,MISSION,SHOTWELL ST / 23RD ST,-122.415322,37.75403431,LARCENY/THEFT
9/20/2003 10:45,Saturday,SOUTHERN,0 Block of 6TH ST,-122.4095043,37.78152627,NON-CRIMINAL
7/30/2005 23:30,Saturday,MISSION,2300 Block of BRYANT ST,-122.409454,37.75678281,OTHER OFFENSES
2/17/2004 17:15,Tuesday,PARK,1300 Block of FULTON ST,-122.4390376,37.77680215,LIQUOR LAWS
11/12/2013 18:00,Tuesday,NORTHERN,1900 Block of LOMBARD ST,-122.4336222,37.80027029,EXTORTION
5/12/2014 14:00,Monday,PARK,4400 Block of 17TH ST,-122.4437826,37.76202646,LARCENY/THEFT
4/15/2004 4:04,Thursday,INGLESIDE,1300 Block of MANSELL ST,-122.4161927,37.71851018,ARSON
2/13/2005 14:15,Sunday,SOUTHERN,0 Block of 4TH ST,-122.404957,37.78511786,FRAUD
1/24/2012 15:00,Tuesday,RICHMOND,600 Block of 32ND AV,-122.4919568,37.77687667,DRUG/NARCOTIC
3/30/2004 10:56,Tuesday,INGLESIDE,DIAMOND ST / BOSWORTH ST,-122.4341458,37.73355061,OTHER OFFENSES
6/17/2007 10:31,Sunday,TENDERLOIN,400 Block of ELLIS ST,-122.4136093,37.78469691,DRUG/NARCOTIC
2/22/2010 15:22,Monday,TENDERLOIN,0 Block of POWELL ST,-122.4078454,37.78509432,ASSAULT
7/28/2007 10:55,Saturday,CENTRAL,HYDE ST / JEFFERSON ST,-122.4207475,37.80758774,SUSPICIOUS OCC
5/11/2009 21:00,Monday,SOUTHERN,300 Block of 12TH ST,-122.4140806,37.77043087,VEHICLE THEFT
3/9/2010 16:52,Tuesday,MISSION,22ND ST / SOUTH VAN NESS AV,-122.416569,37.7555688,ASSAULT
8/11/2013 2:40,Sunday,MISSION,2500 Block of MISSION ST,-122.4188918,37.75621666,BURGLARY
2/22/2006 15:00,Wednesday,TENDERLOIN,POWELL ST / OFARRELL ST,-122.4080405,37.7864094,LARCENY/THEFT
5/5/2013 4:57,Sunday,INGLESIDE,500 Block of CAMPBELL AV,-122.4072474,37.71559738,VEHICLE THEFT
3/22/2006 22:38,Wednesday,CENTRAL,700 Block of POST ST,-122.4141794,37.78750248,OTHER OFFENSES
12/24/2004 12:00,Friday,SOUTHERN,1100 Block of MARKET ST,-122.4135641,37.77951403,VEHICLE THEFT
1/25/2012 17:15,Wednesday,MISSION,900 Block of POTRERO AV,-122.4066049,37.75715804,DISORDERLY CONDUCT
8/13/2005 20:00,Saturday,BAYVIEW,600 Block of JAMESTOWN AV,-122.3878337,37.71310723,SUSPICIOUS OCC
4/1/2008 13:30,Tuesday,TENDERLOIN,400 Block of EDDY ST,-122.4150887,37.78367196,ASSAULT
5/6/2006 18:00,Saturday,NORTHERN,400 Block of STEINER ST,-122.4324437,37.77329334,VANDALISM
5/23/2010 14:00,Sunday,BAYVIEW,0 Block of CRANE ST,-122.3996085,37.7223875,OTHER OFFENSES
12/9/2014 14:55,Tuesday,CENTRAL,0 Block of KEARNY ST,-122.4035355,37.78782448,LARCENY/THEFT
8/8/2008 9:33,Friday,TENDERLOIN,100 Block of TURK ST,-122.4115931,37.78305295,WARRANTS
12/26/2007 7:00,Wednesday,SOUTHERN,0 Block of MCCOPPIN ST,-122.4214237,37.77160618,LARCENY/THEFT
6/22/2009 14:30,Monday,SOUTHERN,400 Block of 7TH ST,-122.4051874,37.77455293,LARCENY/THEFT
8/7/2014 9:30,Thursday,BAYVIEW,700 Block of MISSOURI ST,-122.3958916,37.75723747,OTHER OFFENSES
1/27/2013 22:58,Sunday,INGLESIDE,MISSION ST / TRUMBULL ST,-122.4293067,37.73074292,OTHER OFFENSES
3/19/2012 14:00,Monday,SOUTHERN,7TH ST / MARKET ST,-122.4125153,37.78047775,ASSAULT
4/17/2008 18:24,Thursday,TARAVAL,OCEAN AV / SYLVAN DR,-122.485395,37.7322751,ROBBERY
10/4/2014 16:44,Saturday,BAYVIEW,2400 Block of GRIFFITH ST,-122.3863389,37.71910659,OTHER OFFENSES
8/25/2006 17:00,Friday,INGLESIDE,300 Block of ROLPH ST,-122.4356331,37.71316043,LARCENY/THEFT
10/31/2003 17:28,Friday,SOUTHERN,1100 Block of MARKET ST,-122.4135641,37.77951403,DRUG/NARCOTIC
1/13/2012 20:36,Friday,NORTHERN,1500 Block of EDDY ST,-122.4331778,37.78137581,OTHER OFFENSES
9/5/2013 16:00,Thursday,PARK,4000 Block of 17TH ST,-122.4368847,37.7623269,SUSPICIOUS OCC
5/16/2013 17:00,Thursday,BAYVIEW,2500 Block of SAN BRUNO AV,-122.4044072,37.72940756,MISSING PERSON
1/10/2014 10:42,Friday,RICHMOND,300 Block of ARGUELLO BL,-122.4590871,37.78537343,NON-CRIMINAL
4/19/2011 15:20,Tuesday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641,VANDALISM
7/7/2009 19:00,Tuesday,SOUTHERN,SOUTH VAN NESS AV / 13TH ST,-122.4177567,37.76981424,OTHER OFFENSES
11/9/2009 13:25,Monday,INGLESIDE,ELK ST / PARADISE AV,-122.4397246,37.73553284,OTHER OFFENSES
2/25/2006 19:55,Saturday,INGLESIDE,MISSION ST / PERSIA AV,-122.4359772,37.72312883,OTHER OFFENSES
3/19/2003 1:47,Wednesday,SOUTHERN,700 Block of MARKET ST,-122.4040947,37.78725609,OTHER OFFENSES
7/13/2014 13:46,Sunday,INGLESIDE,0 Block of COLLEGE AV,-122.4264629,37.73545612,VANDALISM
4/2/2014 11:00,Wednesday,NORTHERN,1600 Block of PACIFIC AV,-122.4224097,37.79486611,BURGLARY
12/4/2011 7:04,Sunday,TENDERLOIN,0 Block of MASON ST,-122.4091296,37.78380666,DISORDERLY CONDUCT
9/18/2004 17:50,Saturday,CENTRAL,1200 Block of GRANT AV,-122.4070495,37.79833992,VANDALISM
8/26/2012 18:36,Sunday,BAYVIEW,BAY SHORE BL / SUNNYDALE AV,-122.4051095,37.70885631,OTHER OFFENSES
11/1/2008 10:00,Saturday,PARK,100 Block of BAKER ST,-122.4405742,37.77226365,VANDALISM
11/2/2012 19:06,Friday,SOUTHERN,4TH ST / KING ST,-122.3941026,37.77638271,LARCENY/THEFT
8/9/2006 12:00,Wednesday,BAYVIEW,1700 Block of 25TH ST,-122.3960451,37.75239403,VANDALISM
8/5/2008 12:51,Tuesday,TARAVAL,0 Block of LOBOS ST,-122.4542979,37.71486027,MISSING PERSON
4/28/2009 8:44,Tuesday,TARAVAL,SAN JOSE AV / SAGAMORE ST,-122.4558153,37.71122268,OTHER OFFENSES
7/9/2007 20:00,Monday,NORTHERN,1400 Block of FRANKLIN ST,-122.4235191,37.78756347,VEHICLE THEFT
5/18/2003 12:00,Sunday,INGLESIDE,1200 Block of NAPLES ST,-122.4382041,37.71147866,FRAUD
5/18/2010 22:13,Tuesday,BAYVIEW,0 Block of NICHOLS WY,-122.3872444,37.719513,VANDALISM
1/23/2015 23:23,Friday,SOUTHERN,500 Block of BRANNAN ST,-122.3977132,37.77746967,LARCENY/THEFT
10/7/2005 18:30,Friday,NORTHERN,1400 Block of FRANCISCO ST,-122.4290378,37.80263078,VEHICLE THEFT
10/29/2003 11:00,Wednesday,NORTHERN,2300 Block of JACKSON ST,-122.4337643,37.79262802,ASSAULT
12/21/2009 10:00,Monday,NORTHERN,UNION ST / VANNESS AV,-122.4239859,37.79855258,LARCENY/THEFT
1/27/2013 15:50,Sunday,BAYVIEW,0 Block of BOWMAN CT,-122.382494,37.73804679,ROBBERY
11/12/2014 19:07,Wednesday,MISSION,16TH ST / DOLORES ST,-122.4263845,37.76464394,DRUNKENNESS
5/6/2007 7:30,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071,ROBBERY
10/2/2012 12:00,Tuesday,SOUTHERN,RUSS ST / MINNA ST,-122.409286,37.77965932,ASSAULT
2/22/2009 16:03,Sunday,SOUTHERN,0 Block of THE EMBARCADEROSOUTH ST,-122.3883799,37.78331041,NON-CRIMINAL
4/6/2010 12:50,Tuesday,TARAVAL,2000 Block of 10TH AV,-122.4664704,37.74998605,OTHER OFFENSES
5/12/2003 21:00,Monday,PARK,1600 Block of MCALLISTER ST,-122.4392014,37.77763423,VEHICLE THEFT
9/12/2010 2:00,Sunday,RICHMOND,GEARY BL / 24TH AV,-122.4836636,37.7801399,NON-CRIMINAL
4/5/2009 13:10,Sunday,CENTRAL,100 Block of GEARY ST,-122.4058415,37.7877191,OTHER OFFENSES
3/21/2007 20:30,Wednesday,NORTHERN,3000 Block of VANNESS AV,-122.4251869,37.80366294,BURGLARY
6/5/2010 16:00,Saturday,NORTHERN,1700 Block of UNION ST,-122.4281182,37.79808223,BURGLARY
11/12/2014 21:08,Wednesday,BAYVIEW,CESAR CHAVEZ ST / TENNESSEE ST,-122.388509,37.75020657,OTHER OFFENSES
11/20/2011 11:30,Sunday,CENTRAL,0 Block of CLAY ST,-122.3961809,37.79559693,NON-CRIMINAL
8/23/2014 12:00,Saturday,PARK,1800 Block of LYON ST,-122.4455655,37.78790117,LARCENY/THEFT
8/18/2003 7:45,Monday,MISSION,500 Block of CLIPPER ST,-122.4371855,37.74874952,FRAUD
7/26/2007 17:50,Thursday,CENTRAL,200 Block of GRANT AV,-122.4054375,37.78947197,BURGLARY
7/12/2013 19:30,Friday,CENTRAL,600 Block of BUSH ST,-122.4084045,37.79026332,NON-CRIMINAL
7/25/2004 14:30,Sunday,TARAVAL,200 Block of WINSTON DR,-122.4779767,37.72693464,LARCENY/THEFT
9/15/2014 20:15,Monday,RICHMOND,0 Block of POINTLOBOS AV,-122.5035326,37.77960373,LARCENY/THEFT
6/13/2006 22:00,Tuesday,RICHMOND,GEARY BL / 26TH AV,-122.4858066,37.78003515,NON-CRIMINAL
11/29/2014 23:29,Saturday,NORTHERN,800 Block of LARKIN ST,-122.4178854,37.78543785,SUSPICIOUS OCC
9/29/2003 13:20,Monday,BAYVIEW,1100 Block of HOLLISTER AV,-122.3934117,37.7202363,VANDALISM
2/21/2003 19:02,Friday,PARK,6TH AV / IRVING ST,-122.4631023,37.76417821,OTHER OFFENSES
11/15/2010 17:15,Monday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428,ASSAULT
2/7/2007 18:13,Wednesday,SOUTHERN,1200 Block of MARKET ST,-122.4154488,37.77829352,DRUG/NARCOTIC
10/3/2011 10:00,Monday,TARAVAL,0 Block of MONTALVO AV,-122.4652391,37.74530277,LARCENY/THEFT
1/16/2011 14:00,Sunday,NORTHERN,900 Block of FRANKLIN ST,-122.4225369,37.78339397,VANDALISM
8/11/2005 22:30,Thursday,INGLESIDE,0 Block of ARLETA AV,-122.4035787,37.71278547,VEHICLE THEFT
11/28/2006 6:55,Tuesday,INGLESIDE,MISSION ST / 30TH ST,-122.4219709,37.74237522,SUSPICIOUS OCC
1/23/2006 18:40,Monday,RICHMOND,CLEMENT ST / ARGUELLO BL,-122.4590016,37.78318659,OTHER OFFENSES
1/25/2011 17:20,Tuesday,SOUTHERN,100 Block of 6TH ST,-122.4078771,37.7803875,WARRANTS
8/22/2003 21:00,Friday,BAYVIEW,0 Block of DAKOTA ST,-122.3955133,37.75361785,VEHICLE THEFT
1/12/2012 15:55,Thursday,BAYVIEW,NEWCOMB AV / 3RD ST,-122.390417,37.73559261,OTHER OFFENSES
7/28/2007 0:01,Saturday,CENTRAL,GREEN ST / TAYLOR ST,-122.4139346,37.79888645,LARCENY/THEFT
8/18/2003 15:00,Monday,NORTHERN,1100 Block of VAN NESS AV,-122.421649,37.78614257,BURGLARY
11/3/2005 13:35,Thursday,SOUTHERN,0 Block of 2ND ST,-122.4006271,37.78859007,NON-CRIMINAL
9/5/2007 0:21,Wednesday,CENTRAL,400 Block of GEARY ST,-122.4107216,37.78709665,NON-CRIMINAL
8/22/2005 16:05,Monday,SOUTHERN,1200 Block of MARKET ST,-122.4154442,37.77802457,FORGERY/COUNTERFEITING
9/8/2012 1:00,Saturday,BAYVIEW,3RD ST / SALINAS AV,-122.3962735,37.72098375,VEHICLE THEFT
7/23/2004 18:00,Friday,NORTHERN,PINE ST / GOUGH ST,-122.4254239,37.78899458,VEHICLE THEFT
2/12/2011 20:00,Saturday,NORTHERN,BUCHANAN ST / EDDY ST,-122.4290422,37.78184565,LARCENY/THEFT
8/9/2012 3:00,Thursday,MISSION,21ST ST / SHOTWELL ST,-122.4156293,37.75723223,OTHER OFFENSES
12/14/2014 2:10,Sunday,SOUTHERN,5TH ST / NATOMA ST,-122.4054679,37.78192411,ROBBERY
